lang_key,translation_key,translation_text,verified,translated
en,ALLOCATION,Allocation,FALSE,FALSE
arb,ALLOCATION,تخصيص,FALSE,FALSE
en,DEBIT_ACCOUNT,Debit Account,FALSE,FALSE
arb,DEBIT_ACCOUNT,الحساب المدين,FALSE,FALSE
en,BILLING_ENGINE,Billing Engine,FALSE,FALSE
arb,BILLING_ENGINE,محرك الفوترة,FALSE,FALSE
en,CASHIER,Cashier,FALSE,FALSE
arb,CASHIER,أمين الصندوق,FALSE,FALSE
en,PATIENT_PORTAL,Patient Portal,FALSE,FALSE
arb,PATIENT_PORTAL,بوابة المريض,FALSE,FALSE
en,API,API,FALSE,FALSE
arb,API,واجهة برمجة التطبيقات,FALSE,FALSE
en,PAYMENT_CREDITED,Payment Credited,FALSE,FALSE
arb,PAYMENT_CREDITED,تم إضافة الدفعة,FALSE,FALSE
en,PAYMENT_CANCELLED,Payment Cancelled,FALSE,FALSE
arb,PAYMENT_CANCELLED,تم إلغاء الدفعة,FALSE,FALSE
en,PAYMENT_REFUNDED,Payment Refunded,FALSE,FALSE
arb,PAYMENT_REFUNDED,تم استرداد الدفعة,FALSE,FALSE
en,WALLET_CREDITED,Wallet Credited,FALSE,FALSE
arb,WALLET_CREDITED,تم إضافة الرصيد إلى المحفظة,FALSE,FALSE
en,WALLET_RESERVED,Wallet Reserved,FALSE,FALSE
arb,WALLET_RESERVED,تم حجز رصيد من المحفظة,FALSE,FALSE
en,WALLET_AVAILABLE_CONSUMED,Wallet Available Consumed,FALSE,FALSE
arb,WALLET_AVAILABLE_CONSUMED,تم استخدام الرصيد المتاح في المحفظة,FALSE,FALSE
en,RESERVATION_CONSUMED,Reservation Consumed,FALSE,FALSE
arb,RESERVATION_CONSUMED,تم استخدام المبلغ المحجوز,FALSE,FALSE
en,RESERVATION_RELEASED,Reservation Released,FALSE,FALSE
arb,RESERVATION_RELEASED,تم تحرير المبلغ المحجوز,FALSE,FALSE
en,CHARGE_CREATED,Charge Created,FALSE,FALSE
arb,CHARGE_CREATED,تم إنشاء الرسوم,FALSE,FALSE
en,CHARGE_CONFIRMED,Charge Confirmed,FALSE,FALSE
arb,CHARGE_CONFIRMED,تم تأكيد الرسوم,FALSE,FALSE
en,CHARGE_ALLOCATED,Charge Allocated,FALSE,FALSE
arb,CHARGE_ALLOCATED,تم تخصيص الرسوم,FALSE,FALSE
en,ALLOCATION_CREATED,Allocation Created,FALSE,FALSE
arb,ALLOCATION_CREATED,تم إنشاء التخصيص,FALSE,FALSE
en,ALLOCATION_REVERSED,Allocation Reversed,FALSE,FALSE
arb,ALLOCATION_REVERSED,تم عكس التخصيص,FALSE,FALSE
en,DEBIT_SETTLED,Debit Settled,FALSE,FALSE
arb,DEBIT_SETTLED,تمت تسوية القيد المدين,FALSE,FALSE
en,DEBIT_REVERSED,Debit Reversed,FALSE,FALSE
arb,DEBIT_REVERSED,تم عكس القيد المدين,FALSE,FALSE
en,REFUND_REQUESTED,Refund Requested,FALSE,FALSE
arb,REFUND_REQUESTED,تم طلب استرداد المبلغ,FALSE,FALSE
en,REFUND_COMPLETED,Refund Completed,FALSE,FALSE
arb,REFUND_COMPLETED,اكتملت عملية الاسترداد,FALSE,FALSE
en,REFUND_REVERSED,Refund Reversed,FALSE,FALSE
arb,REFUND_REVERSED,تم عكس الاسترداد,FALSE,FALSE
en,PROCESSING,Processing,FALSE,FALSE
arb,PROCESSING,قيد المعالجة,FALSE,FALSE
en,REFUNDED,Refunded,FALSE,FALSE
arb,REFUNDED,تم استرداد المبلغ,FALSE,FALSE
en,SUCCESS,Success,FALSE,FALSE
arb,SUCCESS,نجاح,FALSE,FALSE
en,AUTHORIZATION,Authorization,FALSE,FALSE
arb,AUTHORIZATION,تفويض,FALSE,FALSE
en,CAPTURE,Capture,FALSE,FALSE
arb,CAPTURE,تحصيل,FALSE,FALSE
en,VOID,Void,FALSE,FALSE
arb,VOID,إلغاء,FALSE,FALSE
en,SETUP_FALLBACK,Setup Fallback,FALSE,FALSE
arb,SETUP_FALLBACK,الإعداد الاحتياطي,FALSE,FALSE
en,SUPERSEDED,Superseded,FALSE,FALSE
arb,SUPERSEDED,تم استبداله,FALSE,FALSE
en,ORIGINAL_PAYMENT,Original Payment,FALSE,FALSE
arb,ORIGINAL_PAYMENT,الدفعة الأصلية,FALSE,FALSE
en,OVERPAYMENT,Overpayment,FALSE,FALSE
arb,OVERPAYMENT,دفعة زائدة,FALSE,FALSE
en,REQUESTED,Requested,FALSE,FALSE
arb,REQUESTED,تم الطلب,FALSE,FALSE
en,APPROVED,Approved,FALSE,FALSE
arb,APPROVED,تمت الموافقة,FALSE,FALSE
en,PARTIALLY_COMPLETED,Partially Completed,FALSE,FALSE
arb,PARTIALLY_COMPLETED,اكتمل جزئيًا,FALSE,FALSE
en,REJECTED,Rejected,FALSE,FALSE
arb,REJECTED,مرفوض,FALSE,FALSE
en,PARTIALLY_CONSUMED,Partially Consumed,FALSE,FALSE
arb,PARTIALLY_CONSUMED,مستهلك جزئيًا,FALSE,FALSE
en,CONSUMED,Consumed,FALSE,FALSE
arb,CONSUMED,مستهلك,FALSE,FALSE
en,PARTIALLY_RELEASED,Partially Released,FALSE,FALSE
arb,PARTIALLY_RELEASED,تم تحريره جزئيًا,FALSE,FALSE
en,RELEASED,Released,FALSE,FALSE
arb,RELEASED,تم تحريره,FALSE,FALSE
en,REPLACED,Replaced,FALSE,FALSE
arb,REPLACED,تم استبداله,FALSE,FALSE
en,CALCULATED,Calculated,FALSE,FALSE
arb,CALCULATED,تم احتسابه,FALSE,FALSE
en,PENDING_AUTHORIZATION,Pending Authorization,FALSE,FALSE
arb,PENDING_AUTHORIZATION,بانتظار التفويض,FALSE,FALSE
en,AUTHORIZED,Authorized,FALSE,FALSE
arb,AUTHORIZED,تم التفويض,FALSE,FALSE
en,CLAIM_SUBMITTED,Claim Submitted,FALSE,FALSE
arb,CLAIM_SUBMITTED,تم تقديم المطالبة,FALSE,FALSE
en,CLAIM_ACCEPTED,Claim Accepted,FALSE,FALSE
arb,CLAIM_ACCEPTED,تم قبول المطالبة,FALSE,FALSE
en,CLAIM_REJECTED,Claim Rejected,FALSE,FALSE
arb,CLAIM_REJECTED,تم رفض المطالبة,FALSE,FALSE
en,REMAINING_TO_PAY,Remaining To Pay,FALSE,FALSE
arb,REMAINING_TO_PAY,المبلغ المتبقي للدفع,FALSE,FALSE
en,LEDGER_DEBIT_AT_CHECKOUT,Ledger Debit At Checkout,FALSE,FALSE
arb,LEDGER_DEBIT_AT_CHECKOUT,القيد المدين عند إتمام الخروج,FALSE,FALSE
en,ORDERED,Ordered,FALSE,FALSE
arb,ORDERED,تم الطلب,FALSE,FALSE
en,DISPENSED,Dispensed,FALSE,FALSE
arb,DISPENSED,تم الصرف,FALSE,FALSE
en,DEBIT_NOTE,Debit Note,FALSE,FALSE
arb,DEBIT_NOTE,إشعار مدين,FALSE,FALSE
en,CASH,Cash,FALSE,FALSE
arb,CASH,نقدًا,FALSE,FALSE
en,SUSPENDED,Suspended,FALSE,FALSE
arb,SUSPENDED,موقوف,FALSE,FALSE
en,DISCOUNT_EXEMPTION_TAX,Discount Exemption Tax,FALSE,FALSE
arb,DISCOUNT_EXEMPTION_TAX,إعفاء ضريبي على الخصم,FALSE,FALSE
en,DISCOUNT_TAX_EXEMPTION,Discount Tax Exemption,FALSE,FALSE
arb,DISCOUNT_TAX_EXEMPTION,إعفاء ضريبي على الخصم,FALSE,FALSE
en,EXEMPTION_DISCOUNT_TAX,Exemption Discount Tax,FALSE,FALSE
arb,EXEMPTION_DISCOUNT_TAX,إعفاء ضريبي على الخصم,FALSE,FALSE
en,EXEMPTION_TAX_DISCOUNT,Exemption Tax Discount,FALSE,FALSE
arb,EXEMPTION_TAX_DISCOUNT,إعفاء ضريبي على الخصم,FALSE,FALSE
en,TAX_DISCOUNT_EXEMPTION,Tax Discount Exemption,FALSE,FALSE
arb,TAX_DISCOUNT_EXEMPTION,إعفاء ضريبي على الخصم,FALSE,FALSE
en,TAX_EXEMPTION_DISCOUNT,Tax Exemption Discount,FALSE,FALSE
arb,TAX_EXEMPTION_DISCOUNT,إعفاء ضريبي على الخصم,FALSE,FALSE
en,DISCOUNT_THEN_TAX,Discount Then Tax,FALSE,FALSE
arb,DISCOUNT_THEN_TAX,الخصم ثم الضريبة,FALSE,FALSE
en,TAX_THEN_DISCOUNT,Tax Then Discount,FALSE,FALSE
arb,TAX_THEN_DISCOUNT,الضريبة ثم الخصم,FALSE,FALSE
en,INVOICE_LINE,Invoice Line,FALSE,FALSE
arb,INVOICE_LINE,بند الفاتورة,FALSE,FALSE
en,PERCENTAGE,Percentage,FALSE,FALSE
arb,PERCENTAGE,نسبة مئوية,FALSE,FALSE
en,FIXED_AMOUNT,Fixed Amount,FALSE,FALSE
arb,FIXED_AMOUNT,مبلغ ثابت,FALSE,FALSE
en,FULL,Full,FALSE,FALSE
arb,FULL,كامل,FALSE,FALSE
en,CREDIT_NOTE,Credit Note,FALSE,FALSE
arb,CREDIT_NOTE,إشعار دائن,FALSE,FALSE
en,RECEIPT,Receipt,FALSE,FALSE
arb,RECEIPT,إيصال,FALSE,FALSE
en,FIXED,Fixed,FALSE,FALSE
arb,FIXED,ثابت,FALSE,FALSE
en,CORPORATE,Corporate,FALSE,FALSE
arb,CORPORATE,شركة,FALSE,FALSE
en,GOVERNMENT,Government,FALSE,FALSE
arb,GOVERNMENT,حكومي,FALSE,FALSE
en,THIRD_PARTY,Third Party,FALSE,FALSE
arb,THIRD_PARTY,طرف ثالث,FALSE,FALSE
en,CARD,Card,FALSE,FALSE
arb,CARD,بطاقة,FALSE,FALSE
en,BANK_TRANSFER,Bank Transfer,FALSE,FALSE
arb,BANK_TRANSFER,تحويل بنكي,FALSE,FALSE
en,CHEQUE,Cheque,FALSE,FALSE
arb,CHEQUE,شيك,FALSE,FALSE
en,ONLINE,Online,FALSE,FALSE
arb,ONLINE,إلكتروني,FALSE,FALSE
en,TRANSFER,Transfer,FALSE,FALSE
arb,TRANSFER,تحويل,FALSE,FALSE
en,MIXED,Mixed,FALSE,FALSE
arb,MIXED,مختلط,FALSE,FALSE
en,DEDUCT_FROM_FREE_BALANCE,Deduct From Free Balance,FALSE,FALSE
arb,DEDUCT_FROM_FREE_BALANCE,الخصم من الرصيد المجاني,FALSE,FALSE
en,DEPOSIT,Deposit,FALSE,FALSE
arb,DEPOSIT,إيداع,FALSE,FALSE
en,INSURANCE_PLAN,Insurance Plan,FALSE,FALSE
arb,INSURANCE_PLAN,خطة تأمين,FALSE,FALSE
en,TPA,Tpa,FALSE,FALSE
arb,TPA,طرف إداري ثالث,FALSE,FALSE
en,NGO,Ngo,FALSE,FALSE
arb,NGO,منظمة غير حكومية,FALSE,FALSE
en,CASH_CONTRACT,Cash Contract,FALSE,FALSE
arb,CASH_CONTRACT,عقد نقدي,FALSE,FALSE
en,CHARITY,Charity,FALSE,FALSE
arb,CHARITY,خيري,FALSE,FALSE
en,GENERAL_PLAN,General Plan,FALSE,FALSE
arb,GENERAL_PLAN,خطة عامة,FALSE,FALSE
en,PREMIUM,Premium,FALSE,FALSE
arb,PREMIUM,تأمين شامل,FALSE,FALSE
en,MATERNITY,Maternity,FALSE,FALSE
arb,MATERNITY,أمومة,FALSE,FALSE
en,DENTAL,Dental,FALSE,FALSE
arb,DENTAL,أسنان,FALSE,FALSE
en,VISIT_TIME,Visit Time,FALSE,FALSE
arb,VISIT_TIME,وقت الزيارة,FALSE,FALSE
en,AGE_CATEGORY,Age Category,FALSE,FALSE
arb,AGE_CATEGORY,الفئة العمرية,FALSE,FALSE
en,ENCOUNTER_PRIORITY,Encounter Priority,FALSE,FALSE
arb,ENCOUNTER_PRIORITY,أولوية الزيارة,FALSE,FALSE
en,BED_CLASS,Bed Class,FALSE,FALSE
arb,BED_CLASS,فئة السرير,FALSE,FALSE
en,PACKAGE,Package,FALSE,FALSE
arb,PACKAGE,حزمة,FALSE,FALSE
en,DRG,Drg,FALSE,FALSE
arb,DRG,مجموعة التشخيصات ذات الصلة,FALSE,FALSE
en,CAMPAIGN,Campaign,FALSE,FALSE
arb,CAMPAIGN,حملة,FALSE,FALSE
en,STAFF_VIP,Staff Vip,FALSE,FALSE
arb,STAFF_VIP,كبار موظفي VIP,FALSE,FALSE
en,INITIAL_PRICING,Initial Pricing,FALSE,FALSE
arb,INITIAL_PRICING,التسعير الأولي,FALSE,FALSE
en,PRICE_LIST_CHANGE,Price List Change,FALSE,FALSE
arb,PRICE_LIST_CHANGE,تغيير قائمة الأسعار,FALSE,FALSE
en,QUANTITY_CHANGE,Quantity Change,FALSE,FALSE
arb,QUANTITY_CHANGE,تغيير الكمية,FALSE,FALSE
en,DISCOUNT_APPLIED,Discount Applied,FALSE,FALSE
arb,DISCOUNT_APPLIED,تم تطبيق الخصم,FALSE,FALSE
en,DISCOUNT_REMOVED,Discount Removed,FALSE,FALSE
arb,DISCOUNT_REMOVED,تمت إزالة الخصم,FALSE,FALSE
en,EXEMPTION_APPLIED,Exemption Applied,FALSE,FALSE
arb,EXEMPTION_APPLIED,تم تطبيق الإعفاء,FALSE,FALSE
en,EXEMPTION_REMOVED,Exemption Removed,FALSE,FALSE
arb,EXEMPTION_REMOVED,تمت إزالة الإعفاء,FALSE,FALSE
en,TAX_CHANGE,Tax Change,FALSE,FALSE
arb,TAX_CHANGE,تغيير الضريبة,FALSE,FALSE
en,INSURANCE_CHANGE,Insurance Change,FALSE,FALSE
arb,INSURANCE_CHANGE,تغيير التأمين,FALSE,FALSE
en,RESPONSIBILITY_CHANGE,Responsibility Change,FALSE,FALSE
arb,RESPONSIBILITY_CHANGE,تغيير المسؤولية المالية,FALSE,FALSE
en,MANUAL_OVERRIDE,Manual Override,FALSE,FALSE
arb,MANUAL_OVERRIDE,تجاوز يدوي,FALSE,FALSE
en,RECALCULATION,Recalculation,FALSE,FALSE
arb,RECALCULATION,إعادة احتساب,FALSE,FALSE
en,CORRECTION,Correction,FALSE,FALSE
arb,CORRECTION,تصحيح,FALSE,FALSE
en,DEFAULT_ITEM_PRICE,Default Item Price,FALSE,FALSE
arb,DEFAULT_ITEM_PRICE,السعر الافتراضي للصنف,FALSE,FALSE
en,INSURANCE_PRICE_LIST,Insurance Price List,FALSE,FALSE
arb,INSURANCE_PRICE_LIST,قائمة أسعار التأمين,FALSE,FALSE
en,CASH_PRICE_LIST,Cash Price List,FALSE,FALSE
arb,CASH_PRICE_LIST,قائمة الأسعار النقدية,FALSE,FALSE
en,MIGRATION,Migration,FALSE,FALSE
arb,MIGRATION,ترحيل البيانات,FALSE,FALSE
en,READY,Ready,FALSE,FALSE
arb,READY,جاهز,FALSE,FALSE
en,NOT_STARTED,Not Started,FALSE,FALSE
arb,NOT_STARTED,لم يبدأ,FALSE,FALSE
en,IN_PROGRESS,In Progress,FALSE,FALSE
arb,IN_PROGRESS,قيد التنفيذ,FALSE,FALSE
en,DELAYED,Delayed,FALSE,FALSE
arb,DELAYED,متأخر,FALSE,FALSE
en,CHARGE_CANCELLED,Charge Cancelled,FALSE,FALSE
arb,CHARGE_CANCELLED,تم إلغاء الرسوم,FALSE,FALSE
en,RESERVATION_EXPIRED,Reservation Expired,FALSE,FALSE
arb,RESERVATION_EXPIRED,انتهت صلاحية الحجز,FALSE,FALSE
en,AMOUNT_REDUCED,Amount Reduced,FALSE,FALSE
arb,AMOUNT_REDUCED,تم تخفيض المبلغ,FALSE,FALSE
en,MANUAL_RELEASE,Manual Release,FALSE,FALSE
arb,MANUAL_RELEASE,تحرير يدوي,FALSE,FALSE
en,PRIMARY,Primary,FALSE,FALSE
arb,PRIMARY,أساسي,FALSE,FALSE
en,SECONDARY,Secondary,FALSE,FALSE
arb,SECONDARY,ثانوي,FALSE,FALSE
en,TERTIARY,Tertiary,FALSE,FALSE
arb,TERTIARY,ثالثي,FALSE,FALSE
en,GUARANTOR,Guarantor,FALSE,FALSE
arb,GUARANTOR,الضامن,FALSE,FALSE
en,UP,Up,FALSE,FALSE
arb,UP,أعلى,FALSE,FALSE
en,DOWN,Down,FALSE,FALSE
arb,DOWN,أسفل,FALSE,FALSE
en,CEILING,Ceiling,FALSE,FALSE
arb,CEILING,الحد الأعلى,FALSE,FALSE
en,HALF_UP,Half Up,FALSE,FALSE
arb,HALF_UP,تقريب لأعلى عند النصف,FALSE,FALSE
en,HALF_DOWN,Half Down,FALSE,FALSE
arb,HALF_DOWN,تقريب لأسفل عند النصف,FALSE,FALSE
en,HALF_EVEN,Half Even,FALSE,FALSE
arb,HALF_EVEN,تقريب إلى العدد الزوجي عند النصف,FALSE,FALSE
en,UNNECESSARY,Unnecessary,FALSE,FALSE
arb,UNNECESSARY,غير ضروري,FALSE,FALSE
en,EXEMPT,Exempt,FALSE,FALSE
arb,EXEMPT,معفى,FALSE,FALSE
en,AVAILABLE,Available,FALSE,FALSE
arb,AVAILABLE,متاح,FALSE,FALSE
en,OUT_OF_STOCK,Out Of Stock,FALSE,FALSE
arb,OUT_OF_STOCK,غير متوفر في المخزون,FALSE,FALSE
en,LOT,Lot,FALSE,FALSE
arb,LOT,دفعة,FALSE,FALSE
en,SERIAL,Serial,FALSE,FALSE
arb,SERIAL,رقم تسلسلي,FALSE,FALSE
en,BLOOD,Blood,FALSE,FALSE
arb,BLOOD,دم,FALSE,FALSE
en,REAGENT,Reagent,FALSE,FALSE
arb,REAGENT,كاشف مخبري,FALSE,FALSE
en,CONTRAST,Contrast,FALSE,FALSE
arb,CONTRAST,مادة تباين,FALSE,FALSE
en,FLUID,Fluid,FALSE,FALSE
arb,FLUID,سائل,FALSE,FALSE
en,NEW_PURCHASE,New Purchase,FALSE,FALSE
arb,NEW_PURCHASE,شراء جديد,FALSE,FALSE
en,OPENING_BALANCE,Opening Balance,FALSE,FALSE
arb,OPENING_BALANCE,الرصيد الافتتاحي,FALSE,FALSE
en,RETURN_FROM_DEPARTMENT,Return From Department,FALSE,FALSE
arb,RETURN_FROM_DEPARTMENT,مرتجع من القسم,FALSE,FALSE
en,MANUAL_CORRECTION,Manual Correction,FALSE,FALSE
arb,MANUAL_CORRECTION,تصحيح يدوي,FALSE,FALSE
en,DONATION,Donation,FALSE,FALSE
arb,DONATION,تبرع,FALSE,FALSE
en,MANUFACTURING_OUTPUT,Manufacturing Output,FALSE,FALSE
arb,MANUFACTURING_OUTPUT,ناتج التصنيع,FALSE,FALSE
en,INTERNAL_TRANSFER,Internal Transfer,FALSE,FALSE
arb,INTERNAL_TRANSFER,نقل داخلي,FALSE,FALSE
en,DISPENSED_TO_PATIENT,Dispensed To Patient,FALSE,FALSE
arb,DISPENSED_TO_PATIENT,تم صرفه للمريض,FALSE,FALSE
en,INTERNAL_DEPARTMENT_USE,Internal Department Use,FALSE,FALSE
arb,INTERNAL_DEPARTMENT_USE,استخدام داخلي للقسم,FALSE,FALSE
en,WASTE_OR_EXPIRED,Waste Or Expired,FALSE,FALSE
arb,WASTE_OR_EXPIRED,تالف أو منتهي الصلاحية,FALSE,FALSE
en,LOST,Lost,FALSE,FALSE
arb,LOST,مفقود,FALSE,FALSE
en,RETURN_TO_VENDOR,Return To Vendor,FALSE,FALSE
arb,RETURN_TO_VENDOR,إرجاع إلى المورد,FALSE,FALSE
en,TRANSFERRED_TO_ANOTHER_WAREHOUSE,Transferred To Another Warehouse,FALSE,FALSE
arb,TRANSFERRED_TO_ANOTHER_WAREHOUSE,تم نقله إلى مستودع آخر,FALSE,FALSE
en,STOCK_IN,Stock In,FALSE,FALSE
arb,STOCK_IN,إدخال إلى المخزون,FALSE,FALSE
en,STOCK_OUT,Stock Out,FALSE,FALSE
arb,STOCK_OUT,إخراج من المخزون,FALSE,FALSE
en,APPOINTMENT_CONFIRMATION,Appointment Confirmation,FALSE,FALSE
arb,APPOINTMENT_CONFIRMATION,تأكيد الموعد,FALSE,FALSE
en,AUTHENTICATION,Authentication,FALSE,FALSE
arb,AUTHENTICATION,مصادقة,FALSE,FALSE
en,QUICK_APPOINTMENT,Quick Appointment,FALSE,FALSE
arb,QUICK_APPOINTMENT,موعد سريع,FALSE,FALSE
en,APPOINTMENT_RESCHEDULE,Appointment Reschedule,FALSE,FALSE
arb,APPOINTMENT_RESCHEDULE,إعادة جدولة الموعد,FALSE,FALSE
en,APPOINTMENT_CANCELLATION,Appointment Cancellation,FALSE,FALSE
arb,APPOINTMENT_CANCELLATION,إلغاء الموعد,FALSE,FALSE
en,MEDICAL_WARNING,Medical Warning,FALSE,FALSE
arb,MEDICAL_WARNING,تحذير طبي,FALSE,FALSE
en,HIGH_ALERT_MEDICATION,High Alert Medication,FALSE,FALSE
arb,HIGH_ALERT_MEDICATION,دواء عالي الخطورة,FALSE,FALSE
en,URGENT_ORDER,Urgent Order,FALSE,FALSE
arb,URGENT_ORDER,طلب عاجل,FALSE,FALSE
en,CONSULTATION_CREATED,Consultation Created,FALSE,FALSE
arb,CONSULTATION_CREATED,تم إنشاء الاستشارة,FALSE,FALSE
en,CONSULTATION_REJECTED,Consultation Rejected,FALSE,FALSE
arb,CONSULTATION_REJECTED,تم رفض الاستشارة,FALSE,FALSE
en,CONSULTATION_SUBMITTED,Consultation Submitted,FALSE,FALSE
arb,CONSULTATION_SUBMITTED,تم تقديم الاستشارة,FALSE,FALSE
